Organization,PersonId,PersonId_Normalized,TotalEmployees,country,displayName,surname,mail,givenName,id,userType,JobTitle,accountEnabled,usageLocation,streetAddress,state,officeLocation,city,postalCode,telephoneNumber,mobilePhone,alternateEmailAddress,ageGroup,consentProvidedForMinor,legalAgeGroupClassification,companyName,creationType,directorySynced,invitationState,identityIssuer,createdDateTime,Has license,UserKey,License Status,employeeType,employeeId,manager_id,manager_displayName,manager_userPrincipalName,manager_mail,manager_jobTitle,ManagerID,BusinessAreaLabel,CountryofEmployment,CompanyCodeLabel,CostCentreLabel,assignedLicenses,Manager_UserKey,OrgLevel,HierarchyPath,TopOfChain_UserKey,IsManager,DirectReports,TotalReports,Level0_UserKey,Level0_Name,Level1_UserKey,Level1_Name,Level2_UserKey,Level2_Name,Level3_UserKey,Level3_Name,Level4_UserKey,Level4_Name,Level5_UserKey,Level5_Name,Level6_UserKey,Level6_Name,Level7_UserKey,Level7_Name,Level8_UserKey,Level8_Name,Level9_UserKey,Level9_Name,Level10_UserKey,Level10_Name,Level11_UserKey,Level11_Name,Level12_UserKey,Level12_Name,Level13_UserKey,Level13_Name,Level14_UserKey,Level14_Name
Sales,user0104@contoso-demo.com,user0104@contoso-demo.com,260,IT,Sam Grant,Grant,user0104@contoso-demo.com,Sam,00000000-0000-0000-0000-000000000104,Member,Sales Director,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0104@contoso-demo.com,Unlicensed,Employee,E00104,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IT,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Sam Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0105@contoso-demo.com,user0105@contoso-demo.com,260,NL,Sage Ellis,Ellis,user0105@contoso-demo.com,Sage,00000000-0000-0000-0000-000000000105,Member,IT Manager,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0105@contoso-demo.com,Unlicensed,Employee,E00105,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,NL,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Sage Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0106@contoso-demo.com,user0106@contoso-demo.com,260,GB,Avery Ellis,Ellis,user0106@contoso-demo.com,Avery,00000000-0000-0000-0000-000000000106,Member,Content Strategist,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0106@contoso-demo.com,Licensed,Employee,E00106,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Avery Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0107@contoso-demo.com,user0107@contoso-demo.com,260,IE,Skyler Lawson,Lawson,user0107@contoso-demo.com,Skyler,00000000-0000-0000-0000-000000000107,Member,Controller,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0107@contoso-demo.com,Unlicensed,Employee,E00107,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,IE,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Skyler Lawson,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0108@contoso-demo.com,user0108@contoso-demo.com,260,ES,Harper Ellis,Ellis,user0108@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000108,Member,HR Business Partner,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0108@contoso-demo.com,Licensed,Employee,E00108,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,ES,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Harper Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0109@contoso-demo.com,user0109@contoso-demo.com,260,ES,Dakota Sutton,Sutton,user0109@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000109,Member,Legal Counsel,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0109@contoso-demo.com,Unlicensed,Employee,E00109,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,ES,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Dakota Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0110@contoso-demo.com,user0110@contoso-demo.com,260,GB,Reese Mercer,Mercer,user0110@contoso-demo.com,Reese,00000000-0000-0000-0000-000000000110,Member,Coordinator,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0110@contoso-demo.com,Licensed,Employee,E00110,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,GB,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Reese Mercer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0111@contoso-demo.com,user0111@contoso-demo.com,260,ES,Riley Rivera,Rivera,user0111@contoso-demo.com,Riley,00000000-0000-0000-0000-000000000111,Member,Service Manager,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0111@contoso-demo.com,Unlicensed,Employee,E00111,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,ES,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Riley Rivera,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0112@contoso-demo.com,user0112@contoso-demo.com,260,IE,Dakota Harris,Harris,user0112@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000112,Member,Solution Specialist,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0112@contoso-demo.com,Licensed,Employee,E00112,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IE,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Dakota Harris,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0113@contoso-demo.com,user0113@contoso-demo.com,260,IE,Taylor Keller,Keller,user0113@contoso-demo.com,Taylor,00000000-0000-0000-0000-000000000113,Member,Systems Engineer,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0113@contoso-demo.com,Licensed,Employee,E00113,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IE,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Taylor Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0114@contoso-demo.com,user0114@contoso-demo.com,260,GB,Quinn Norton,Norton,user0114@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000114,Member,Campaign Manager,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0114@contoso-demo.com,Licensed,Employee,E00114,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Quinn Norton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0115@contoso-demo.com,user0115@contoso-demo.com,260,IT,Quinn Baker,Baker,user0115@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000115,Member,Finance Manager,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0115@contoso-demo.com,Licensed,Employee,E00115,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,IT,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Quinn Baker,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0116@contoso-demo.com,user0116@contoso-demo.com,260,IT,Jordan Sutton,Sutton,user0116@contoso-demo.com,Jordan,00000000-0000-0000-0000-000000000116,Member,HR Business Partner,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0116@contoso-demo.com,Licensed,Employee,E00116,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,IT,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Jordan Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0117@contoso-demo.com,user0117@contoso-demo.com,260,IE,Alex Jensen,Jensen,user0117@contoso-demo.com,Alex,00000000-0000-0000-0000-000000000117,Member,Contracts Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0117@contoso-demo.com,Licensed,Employee,E00117,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,IE,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Alex Jensen,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0118@contoso-demo.com,user0118@contoso-demo.com,260,IT,Dakota Baker,Baker,user0118@contoso-demo.com,Dakota,00000000-0000-0000-0000-000000000118,Member,Operations Manager,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0118@contoso-demo.com,Licensed,Employee,E00118,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,IT,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Dakota Baker,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0119@contoso-demo.com,user0119@contoso-demo.com,260,ES,Casey Norton,Norton,user0119@contoso-demo.com,Casey,00000000-0000-0000-0000-000000000119,Member,Support Engineer,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0119@contoso-demo.com,Licensed,Employee,E00119,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,ES,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Casey Norton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0120@contoso-demo.com,user0120@contoso-demo.com,260,GB,Harper Grant,Grant,user0120@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000120,Member,Account Executive,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0120@contoso-demo.com,Licensed,Employee,E00120,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,GB,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Harper Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0121@contoso-demo.com,user0121@contoso-demo.com,260,NL,Sam Harris,Harris,user0121@contoso-demo.com,Sam,00000000-0000-0000-0000-000000000121,Member,Service Desk Analyst,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0121@contoso-demo.com,Unlicensed,Employee,E00121,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,NL,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Sam Harris,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0122@contoso-demo.com,user0122@contoso-demo.com,260,IT,Harper Harris,Harris,user0122@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000122,Member,Brand Lead,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0122@contoso-demo.com,Unlicensed,Employee,E00122,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,IT,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Harper Harris,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0123@contoso-demo.com,user0123@contoso-demo.com,260,GB,Blake Ellis,Ellis,user0123@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000123,Member,Controller,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0123@contoso-demo.com,Unlicensed,Employee,E00123,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Blake Ellis,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0124@contoso-demo.com,user0124@contoso-demo.com,260,IE,Sage Jensen,Jensen,user0124@contoso-demo.com,Sage,00000000-0000-0000-0000-000000000124,Member,HR Business Partner,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0124@contoso-demo.com,Unlicensed,Employee,E00124,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,IE,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Sage Jensen,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0125@contoso-demo.com,user0125@contoso-demo.com,260,GB,Jamie Sutton,Sutton,user0125@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000125,Member,Legal Counsel,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0125@contoso-demo.com,Licensed,Employee,E00125,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,GB,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Jamie Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0126@contoso-demo.com,user0126@contoso-demo.com,260,GB,Skyler Ingram,Ingram,user0126@contoso-demo.com,Skyler,00000000-0000-0000-0000-000000000126,Member,Programme Manager,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0126@contoso-demo.com,Unlicensed,Employee,E00126,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,GB,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Skyler Ingram,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0127@contoso-demo.com,user0127@contoso-demo.com,260,GB,Quinn Norton,Norton,user0127@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000127,Member,Support Engineer,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0127@contoso-demo.com,Unlicensed,Employee,E00127,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,GB,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Quinn Norton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0128@contoso-demo.com,user0128@contoso-demo.com,260,IT,Blake Norton,Norton,user0128@contoso-demo.com,Blake,00000000-0000-0000-0000-000000000128,Member,Sales Manager,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0128@contoso-demo.com,Licensed,Employee,E00128,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,IT,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Blake Norton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0129@contoso-demo.com,user0129@contoso-demo.com,260,IE,Harper Fletcher,Fletcher,user0129@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000129,Member,IT Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0129@contoso-demo.com,Licensed,Employee,E00129,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,IE,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Harper Fletcher,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0130@contoso-demo.com,user0130@contoso-demo.com,260,GB,Quinn Palmer,Palmer,user0130@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000130,Member,Content Strategist,TRUE,GB,,,London Office,London,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0130@contoso-demo.com,Licensed,Employee,E00130,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,GB,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Quinn Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance,user0131@contoso-demo.com,user0131@contoso-demo.com,260,GB,Harper Baker,Baker,user0131@contoso-demo.com,Harper,00000000-0000-0000-0000-000000000131,Member,Financial Analyst,TRUE,GB,,,Manchester Office,Manchester,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0131@contoso-demo.com,Licensed,Employee,E00131,00000000-0000-0000-0000-000000000003,Jordan Clarke,user0003@contoso-demo.com,user0003@contoso-demo.com,Financial Analyst,user0003@contoso-demo.com,Finance,GB,CD01,CC-FIN,,user0003@contoso-demo.com,2,Sam Keller > Jordan Clarke > Harper Baker,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,user0132@contoso-demo.com,user0132@contoso-demo.com,260,NL,Quinn Grant,Grant,user0132@contoso-demo.com,Quinn,00000000-0000-0000-0000-000000000132,Member,Recruiter,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0132@contoso-demo.com,Unlicensed,Employee,E00132,00000000-0000-0000-0000-000000000004,Sage Turner,user0004@contoso-demo.com,user0004@contoso-demo.com,HR Business Partner,user0004@contoso-demo.com,HR,NL,CD01,CC-HR,,user0004@contoso-demo.com,2,Sam Keller > Sage Turner > Quinn Grant,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legal,user0133@contoso-demo.com,user0133@contoso-demo.com,260,NL,Rowan Keller,Keller,user0133@contoso-demo.com,Rowan,00000000-0000-0000-0000-000000000133,Member,Compliance Officer,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0133@contoso-demo.com,Unlicensed,Employee,E00133,00000000-0000-0000-0000-000000000005,Reese Norton,user0005@contoso-demo.com,user0005@contoso-demo.com,Legal Counsel,user0005@contoso-demo.com,Legal,NL,CD01,CC-LEG,,user0005@contoso-demo.com,2,Sam Keller > Reese Norton > Rowan Keller,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,user0134@contoso-demo.com,user0134@contoso-demo.com,260,IT,Skyler Mercer,Mercer,user0134@contoso-demo.com,Skyler,00000000-0000-0000-0000-000000000134,Member,Process Analyst,TRUE,IT,,,Milan Office,Milan,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,Yes,user0134@contoso-demo.com,Licensed,Employee,E00134,00000000-0000-0000-0000-000000000006,Blake Rivera,user0006@contoso-demo.com,user0006@contoso-demo.com,Operations Manager,user0006@contoso-demo.com,Operations,IT,CD01,CC-OPE,,user0006@contoso-demo.com,2,Sam Keller > Blake Rivera > Skyler Mercer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Customer Service,user0135@contoso-demo.com,user0135@contoso-demo.com,260,ES,Jamie Norton,Norton,user0135@contoso-demo.com,Jamie,00000000-0000-0000-0000-000000000135,Member,Service Manager,TRUE,ES,,,Madrid Office,Madrid,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0135@contoso-demo.com,Unlicensed,Employee,E00135,00000000-0000-0000-0000-000000000007,Riley Rivera,user0007@contoso-demo.com,user0007@contoso-demo.com,Support Lead,user0007@contoso-demo.com,Customer Service,ES,CD01,CC-CUS,,user0007@contoso-demo.com,2,Sam Keller > Riley Rivera > Jamie Norton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sales,user0136@contoso-demo.com,user0136@contoso-demo.com,260,NL,Finley Palmer,Palmer,user0136@contoso-demo.com,Finley,00000000-0000-0000-0000-000000000136,Member,Account Executive,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0136@contoso-demo.com,Unlicensed,Employee,E00136,00000000-0000-0000-0000-000000000008,Rowan Osborne,user0008@contoso-demo.com,user0008@contoso-demo.com,Sales Manager,user0008@contoso-demo.com,Sales,NL,CD01,CC-SAL,,user0008@contoso-demo.com,2,Sam Keller > Rowan Osborne > Finley Palmer,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,user0137@contoso-demo.com,user0137@contoso-demo.com,260,NL,Morgan Sutton,Sutton,user0137@contoso-demo.com,Morgan,00000000-0000-0000-0000-000000000137,Member,Platform Engineer,TRUE,NL,,,Amsterdam Office,Amsterdam,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0137@contoso-demo.com,Unlicensed,Employee,E00137,00000000-0000-0000-0000-000000000001,Sam Keller,user0001@contoso-demo.com,user0001@contoso-demo.com,Service Desk Analyst,user0001@contoso-demo.com,IT,NL,CD01,CC-IT,,user0001@contoso-demo.com,1,Sam Keller > Sam Keller > Morgan Sutton,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing,user0138@contoso-demo.com,user0138@contoso-demo.com,260,IE,Reese Quincy,Quincy,user0138@contoso-demo.com,Reese,00000000-0000-0000-0000-000000000138,Member,Campaign Manager,TRUE,IE,,,Dublin Office,Dublin,,,,,,,,Contoso Demo Ltd,,,,,2024-01-15T09:00:00Z,No,user0138@contoso-demo.com,Unlicensed,Employee,E00138,00000000-0000-0000-0000-000000000002,Emerson Palmer,user0002@contoso-demo.com,user0002@contoso-demo.com,Brand Lead,user0002@contoso-demo.com,Marketing,IE,CD01,CC-MAR,,user0002@contoso-demo.com,2,Sam Keller > Emerson Palmer > Reese Quincy,user0001@contoso-demo.com,FALSE,0,0,user0001@contoso-demo.com,Sam Keller,,,,,,,,,,,,,,,,,,,,,,,,,,,,
